当前时间(s): 0.0 音符打开: B3; 力度: 85(强)
当前时间(s): 157.676 音符关闭: #A4; 力度: 55
当前时间(s): 157.677 音符打开: #G4; 力度: 85(强)
当前时间(s): 157.863 音符关闭: #G4; 力度: 55
当前时间(s): 157.864 音符打开: #A4; 力度: 85(强)
当前时间(s): 158.05 音符关闭: #A4; 力度: 55
当前时间(s): 158.052 音符打开: #A4; 力度: 85(强)
当前时间(s): 158.425 音符关闭: #A4; 力度: 55
当前时间(s): 158.426 音符打开: B4; 力度: 85(强)
当前时间(s): 158.791 音符关闭: F3; 力度: 55
当前时间(s): 158.791 音符关闭: #G3; 力度: 55
当前时间(s): 158.791 音符关闭: #C4; 力度: 55
当前时间(s): 158.793 音符打开: E3; 力度: 85(强)
当前时间(s): 158.793 音符打开: #G3; 力度: 85(强)
当前时间(s): 158.793 音符打开: #C4; 力度: 85(强)
当前时间(s): 159.174 音符关闭: B4; 力度: 55
当前时间(s): 159.176 音符打开: #C5; 力度: 85(强)
当前时间(s): 159.549 音符关闭: #C5; 力度: 55
当前时间(s): 159.55 音符打开: B4; 力度: 85(强)
当前时间(s): 160.291 音符关闭: E3; 力度: 55
当前时间(s): 160.291 音符关闭: #G3; 力度: 55
当前时间(s): 160.291 音符关闭: #C4; 力度: 55
当前时间(s): 160.292 音符打开: #F2; 力度: 85(强)
当前时间(s): 160.292 音符打开: #C3; 力度: 85(强)
当前时间(s): 160.292 音符打开: #F3; 力度: 85(强)
当前时间(s): 160.299 音符关闭: B4; 力度: 55
当前时间(s): 160.3 音符打开: #F4; 力度: 85(强)
当前时间(s): 160.3 音符打开: #D5; 力度: 85(强)
当前时间(s): 160.665 音符关闭: #F2; 力度: 55
当前时间(s): 160.665 音符关闭: #C3; 力度: 55
当前时间(s): 160.665 音符关闭: #F3; 力度: 55
当前时间(s): 160.667 音符打开: #F2; 力度: 85(强)
当前时间(s): 160.852 音符关闭: #F2; 力度: 55
当前时间(s): 160.854 音符打开: #C3; 力度: 85(强)
当前时间(s): 161.04 音符关闭: #C3; 力度: 55
当前时间(s): 161.041 音符打开: #F2; 力度: 85(强)
当前时间(s): 161.227 音符关闭: #F2; 力度: 55
当前时间(s): 161.228 音符打开: #C3; 力度: 85(强)
当前时间(s): 161.414 音符关闭: #C3; 力度: 55
当前时间(s): 161.415 音符打开: #F2; 力度: 85(强)
当前时间(s): 161.601 音符关闭: #F2; 力度: 55
当前时间(s): 161.602 音符打开: #C3; 力度: 85(强)
当前时间(s): 161.788 音符关闭: #C3; 力度: 55
当前时间(s): 161.79 音符打开: #F2; 力度: 85(强)
当前时间(s): 161.798 音符关闭: #F4; 力度: 55
当前时间(s): 161.798 音符关闭: #D5; 力度: 55
当前时间(s): 161.8 音符打开: #F4; 力度: 85(强)
当前时间(s): 161.8 音符打开: #C5; 力度: 85(强)
当前时间(s): 161.975 音符关闭: #F2; 力度: 55
当前时间(s): 161.977 音符打开: #C3; 力度: 85(强)
当前时间(s): 162.162 音符关闭: #C3; 力度: 55
当前时间(s): 162.164 音符打开: #F2; 力度: 85(强)
当前时间(s): 162.35 音符关闭: #F2; 力度: 55
当前时间(s): 162.351 音符打开: #C3; 力度: 85(强)
当前时间(s): 162.537 音符关闭: #C3; 力度: 55
当前时间(s): 162.538 音符打开: #F2; 力度: 85(强)
当前时间(s): 162.724 音符关闭: #F2; 力度: 55
当前时间(s): 162.725 音符打开: #C3; 力度: 85(强)
当前时间(s): 162.911 音符关闭: #C3; 力度: 55
当前时间(s): 162.912 音符打开: #F2; 力度: 85(强)
当前时间(s): 163.098 音符关闭: #F2; 力度: 55
当前时间(s): 163.1 音符打开: #C3; 力度: 85(强)
当前时间(s): 163.11 音符关闭: #F4; 力度: 55
当前时间(s): 163.11 音符关闭: #C5; 力度: 55
当前时间(s): 163.112 音符打开: #F4; 力度: 85(强)
当前时间(s): 163.112 音符打开: B4; 力度: 85(强)
当前时间(s): 163.285 音符关闭: #C3; 力度: 55
当前时间(s): 163.287 音符打开: #F2; 力度: 85(强)
当前时间(s): 163.298 音符关闭: #F4; 力度: 55
当前时间(s): 163.298 音符关闭: B4; 力度: 55
当前时间(s): 163.299 音符打开: #F4; 力度: 85(强)
当前时间(s): 163.299 音符打开: B4; 力度: 85(强)
当前时间(s): 163.66 音符关闭: #F2; 力度: 55
当前时间(s): 163.661 音符打开: #C3; 力度: 85(强)
当前时间(s): 163.847 音符关闭: #C3; 力度: 55
当前时间(s): 163.848 音符打开: #F3; 力度: 85(强)
当前时间(s): 164.034 音符关闭: #F3; 力度: 55
当前时间(s): 164.036 音符打开: #G3; 力度: 85(强)
当前时间(s): 164.221 音符关闭: #G3; 力度: 55
当前时间(s): 164.223 音符打开: #A3; 力度: 85(强)
当前时间(s): 164.408 音符关闭: #A3; 力度: 55
当前时间(s): 164.41 音符打开: B3; 力度: 85(强)
当前时间(s): 164.61 音符关闭: #F4; 力度: 55
当前时间(s): 164.61 音符关闭: B4; 力度: 55
当前时间(s): 164.611 音符打开: #F4; 力度: 85(强)
当前时间(s): 164.611 音符打开: #C5; 力度: 85(强)
当前时间(s): 164.783 音符关闭: B3; 力度: 55
当前时间(s): 164.784 音符打开: #F2; 力度: 85(强)
当前时间(s): 164.784 音符打开: #C3; 力度: 85(强)
当前时间(s): 164.784 音符打开: #F3; 力度: 85(强)
当前时间(s): 164.797 音符关闭: #F4; 力度: 55
当前时间(s): 164.797 音符关闭: #C5; 力度: 55
当前时间(s): 164.798 音符打开: #G4; 力度: 85(强)
当前时间(s): 164.798 音符打开: #C5; 力度: 85(强)
当前时间(s): 165.532 音符关闭: #F3; 力度: 55
当前时间(s): 165.532 音符关闭: #F2; 力度: 55
当前时间(s): 165.532 音符关闭: #C3; 力度: 55
当前时间(s): 165.534 音符打开: #F1; 力度: 85(强)
当前时间(s): 165.534 音符打开: #C2; 力度: 85(强)
当前时间(s): 165.534 音符打开: #F2; 力度: 85(强)
当前时间(s): 165.546 音符关闭: #G4; 力度: 55
当前时间(s): 165.546 音符关闭: #C5; 力度: 55
当前时间(s): 165.735 音符打开: B3; 力度: 85(强)
当前时间(s): 165.735 音符打开: #F4; 力度: 85(强)
当前时间(s): 165.735 音符打开: B4; 力度: 85(强)
当前时间(s): 165.907 音符关闭: #F2; 力度: 55
当前时间(s): 165.907 音符关闭: #F1; 力度: 55
当前时间(s): 165.907 音符关闭: #C2; 力度: 55
当前时间(s): 165.921 音符关闭: B3; 力度: 55
当前时间(s): 165.921 音符关闭: #F4; 力度: 55
当前时间(s): 165.921 音符关闭: B4; 力度: 55
当前时间(s): 165.923 音符打开: B3; 力度: 85(强)
当前时间(s): 165.923 音符打开: #F4; 力度: 85(强)
当前时间(s): 165.923 音符打开: B4; 力度: 85(强)
当前时间(s): 166.108 音符关闭: B3; 力度: 55
当前时间(s): 166.108 音符关闭: #F4; 力度: 55
当前时间(s): 166.108 音符关闭: B4; 力度: 55
当前时间(s): 166.11 音符打开: B3; 力度: 85(强)
当前时间(s): 166.11 音符打开: #F4; 力度: 85(强)
当前时间(s): 166.11 音符打开: B4; 力度: 85(强)
当前时间(s): 166.284 音符打开: #G1; 力度: 85(强)
当前时间(s): 166.284 音符打开: #G2; 力度: 85(强)
当前时间(s): 166.295 音符关闭: B3; 力度: 55
当前时间(s): 166.295 音符关闭: #F4; 力度: 55
当前时间(s): 166.295 音符关闭: B4; 力度: 55
当前时间(s): 166.297 音符打开: #F4; 力度: 85(强)
当前时间(s): 166.297 音符打开: B4; 力度: 85(强)
当前时间(s): 166.297 音符打开: #F5; 力度: 85(强)
当前时间(s): 166.657 音符关闭: #G1; 力度: 55
当前时间(s): 166.657 音符关闭: #G2; 力度: 55
当前时间(s): 166.658 音符打开: #G2; 力度: 85(强)
当前时间(s): 166.67 音符关闭: #F4; 力度: 55
当前时间(s): 166.67 音符关闭: B4; 力度: 55
当前时间(s): 166.67 音符关闭: #F5; 力度: 55
当前时间(s): 166.671 音符打开: #F4; 力度: 85(强)
当前时间(s): 166.671 音符打开: B4; 力度: 85(强)
当前时间(s): 166.671 音符打开: #F5; 力度: 85(强)
当前时间(s): 166.844 音符关闭: #G2; 力度: 55
当前时间(s): 166.845 音符打开: #G2; 力度: 85(强)
当前时间(s): 166.845 音符打开: #D3; 力度: 85(强)
当前时间(s): 166.845 音符打开: #G3; 力度: 85(强)
当前时间(s): 167.031 音符关闭: #G2; 力度: 55
当前时间(s): 167.031 音符关闭: #D3; 力度: 55
当前时间(s): 167.031 音符关闭: #G3; 力度: 55
当前时间(s): 167.032 音符打开: #G2; 力度: 85(强)
当前时间(s): 167.032 音符打开: #D3; 力度: 85(强)
当前时间(s): 167.032 音符打开: #G3; 力度: 85(强)
当前时间(s): 167.044 音符关闭: #F4; 力度: 55
当前时间(s): 167.044 音符关闭: B4; 力度: 55
当前时间(s): 167.044 音符关闭: #F5; 力度: 55
当前时间(s): 167.046 音符打开: #F4; 力度: 85(强)
当前时间(s): 167.046 音符打开: B4; 力度: 85(强)
当前时间(s): 167.046 音符打开: #F5; 力度: 85(强)
当前时间(s): 167.218 音符关闭: #G2; 力度: 55
当前时间(s): 167.218 音符关闭: #D3; 力度: 55
当前时间(s): 167.218 音符关闭: #G3; 力度: 55
当前时间(s): 167.22 音符打开: #G2; 力度: 85(强)
当前时间(s): 167.405 音符关闭: #G2; 力度: 55
当前时间(s): 167.407 音符打开: #G1; 力度: 85(强)
当前时间(s): 167.419 音符关闭: #F4; 力度: 55
当前时间(s): 167.419 音符关闭: B4; 力度: 55
当前时间(s): 167.419 音符关闭: #F5; 力度: 55
当前时间(s): 167.421 音符打开: #F4; 力度: 85(强)
当前时间(s): 167.421 音符打开: B4; 力度: 85(强)
当前时间(s): 167.421 音符打开: #D5; 力度: 85(强)
当前时间(s): 167.606 音符关闭: #F4; 力度: 55
当前时间(s): 167.606 音符关闭: B4; 力度: 55
当前时间(s): 167.606 音符关闭: #D5; 力度: 55
当前时间(s): 167.608 音符打开: #F4; 力度: 85(强)
当前时间(s): 167.608 音符打开: #C5; 力度: 85(强)
当前时间(s): 167.78 音符关闭: #G1; 力度: 55
当前时间(s): 167.781 音符打开: E1; 力度: 85(强)
当前时间(s): 167.781 音符打开: E2; 力度: 85(强)
当前时间(s): 167.981 音符关闭: #F4; 力度: 55
当前时间(s): 167.981 音符关闭: #C5; 力度: 55
当前时间(s): 167.982 音符打开: #F4; 力度: 85(强)
当前时间(s): 167.982 音符打开: #C5; 力度: 85(强)
当前时间(s): 168.155 音符关闭: E1; 力度: 55
当前时间(s): 168.155 音符关闭: E2; 力度: 55
当前时间(s): 168.156 音符打开: E2; 力度: 85(强)
当前时间(s): 168.168 音符关闭: #F4; 力度: 55
当前时间(s): 168.168 音符关闭: #C5; 力度: 55
当前时间(s): 168.169 音符打开: #F4; 力度: 85(强)
当前时间(s): 168.169 音符打开: #C5; 力度: 85(强)
当前时间(s): 168.342 音符关闭: E2; 力度: 55
当前时间(s): 168.343 音符打开: E2; 力度: 85(强)
当前时间(s): 168.343 音符打开: B2; 力度: 85(强)
当前时间(s): 168.343 音符打开: E3; 力度: 85(强)
当前时间(s): 168.355 音符关闭: #F4; 力度: 55
当前时间(s): 168.355 音符关闭: #C5; 力度: 55
当前时间(s): 168.357 音符打开: #F4; 力度: 85(强)
当前时间(s): 168.357 音符打开: B4; 力度: 85(强)
当前时间(s): 168.529 音符关闭: E2; 力度: 55
当前时间(s): 168.529 音符关闭: B2; 力度: 55
当前时间(s): 168.529 音符关闭: E3; 力度: 55
当前时间(s): 168.53 音符打开: E2; 力度: 85(强)
当前时间(s): 168.53 音符打开: B2; 力度: 85(强)
当前时间(s): 168.53 音符打开: E3; 力度: 85(强)
当前时间(s): 168.542 音符关闭: #F4; 力度: 55
当前时间(s): 168.542 音符关闭: B4; 力度: 55
当前时间(s): 168.544 音符打开: #F4; 力度: 85(强)
当前时间(s): 168.544 音符打开: B4; 力度: 85(强)
当前时间(s): 168.716 音符关闭: E2; 力度: 55
当前时间(s): 168.716 音符关闭: B2; 力度: 55
当前时间(s): 168.716 音符关闭: E3; 力度: 55
当前时间(s): 168.717 音符打开: E2; 力度: 85(强)
当前时间(s): 168.729 音符关闭: #F4; 力度: 55
当前时间(s): 168.729 音符关闭: B4; 力度: 55
当前时间(s): 168.731 音符打开: #F4; 力度: 85(强)
当前时间(s): 168.731 音符打开: B4; 力度: 85(强)
当前时间(s): 168.903 音符关闭: E2; 力度: 55
当前时间(s): 168.905 音符打开: E1; 力度: 85(强)
当前时间(s): 168.917 音符关闭: #F4; 力度: 55
当前时间(s): 168.917 音符关闭: B4; 力度: 55
当前时间(s): 168.918 音符打开: #F4; 力度: 85(强)
当前时间(s): 168.918 音符打开: B4; 力度: 85(强)
当前时间(s): 169.104 音符关闭: #F4; 力度: 55
当前时间(s): 169.104 音符关闭: B4; 力度: 55
当前时间(s): 169.105 音符打开: #F4; 力度: 85(强)
当前时间(s): 169.105 音符打开: B4; 力度: 85(强)
当前时间(s): 169.278 音符关闭: E1; 力度: 55
当前时间(s): 169.279 音符打开: B1; 力度: 85(强)
当前时间(s): 169.279 音符打开: B2; 力度: 85(强)
当前时间(s): 169.291 音符关闭: #F4; 力度: 55
当前时间(s): 169.291 音符关闭: B4; 力度: 55
当前时间(s): 169.292 音符打开: #F4; 力度: 85(强)
当前时间(s): 169.292 音符打开: B4; 力度: 85(强)
当前时间(s): 169.292 音符打开: #F5; 力度: 85(强)
当前时间(s): 169.652 音符关闭: B1; 力度: 55
当前时间(s): 169.652 音符关闭: B2; 力度: 55
当前时间(s): 169.654 音符打开: B2; 力度: 85(强)
当前时间(s): 169.665 音符关闭: #F4; 力度: 55
当前时间(s): 169.665 音符关闭: B4; 力度: 55
当前时间(s): 169.665 音符关闭: #F5; 力度: 55
当前时间(s): 169.667 音符打开: #F4; 力度: 85(强)
当前时间(s): 169.667 音符打开: B4; 力度: 85(强)
当前时间(s): 169.667 音符打开: #F5; 力度: 85(强)
当前时间(s): 169.839 音符关闭: B2; 力度: 55
当前时间(s): 169.841 音符打开: B2; 力度: 85(强)
当前时间(s): 169.841 音符打开: #F3; 力度: 85(强)
当前时间(s): 169.841 音符打开: B3; 力度: 85(强)
当前时间(s): 169.852 音符关闭: #F4; 力度: 55
当前时间(s): 169.852 音符关闭: B4; 力度: 55
当前时间(s): 169.852 音符关闭: #F5; 力度: 55
当前时间(s): 169.854 音符打开: #F4; 力度: 85(强)
当前时间(s): 169.854 音符打开: B4; 力度: 85(强)
当前时间(s): 169.854 音符打开: #F5; 力度: 85(强)
当前时间(s): 170.026 音符关闭: #F3; 力度: 55
当前时间(s): 170.026 音符关闭: B2; 力度: 55
当前时间(s): 170.026 音符关闭: B3; 力度: 55
当前时间(s): 170.028 音符打开: B2; 力度: 85(强)
当前时间(s): 170.028 音符打开: #F3; 力度: 85(强)
当前时间(s): 170.028 音符打开: B3; 力度: 85(强)
当前时间(s): 170.04 音符关闭: #F4; 力度: 55
当前时间(s): 170.04 音符关闭: B4; 力度: 55
当前时间(s): 170.04 音符关闭: #F5; 力度: 55
当前时间(s): 170.041 音符打开: #F4; 力度: 85(强)
当前时间(s): 170.041 音符打开: B4; 力度: 85(强)
当前时间(s): 170.041 音符打开: #F5; 力度: 85(强)
当前时间(s): 170.214 音符关闭: #F3; 力度: 55
当前时间(s): 170.214 音符关闭: B2; 力度: 55
当前时间(s): 170.214 音符关闭: B3; 力度: 55
当前时间(s): 170.215 音符打开: B2; 力度: 85(强)
当前时间(s): 170.227 音符关闭: #F4; 力度: 55
当前时间(s): 170.227 音符关闭: B4; 力度: 55
当前时间(s): 170.227 音符关闭: #F5; 力度: 55
当前时间(s): 170.228 音符打开: #F4; 力度: 85(强)
当前时间(s): 170.228 音符打开: B4; 力度: 85(强)
当前时间(s): 170.228 音符打开: #D5; 力度: 85(强)
当前时间(s): 170.401 音符关闭: B2; 力度: 55
当前时间(s): 170.402 音符打开: B1; 力度: 85(强)
当前时间(s): 170.414 音符关闭: #F4; 力度: 55
当前时间(s): 170.414 音符关闭: B4; 力度: 55
当前时间(s): 170.414 音符关闭: #D5; 力度: 55
当前时间(s): 170.415 音符打开: #F4; 力度: 85(强)
当前时间(s): 170.415 音符打开: B4; 力度: 85(强)
当前时间(s): 170.415 音符打开: #D5; 力度: 85(强)
当前时间(s): 170.601 音符关闭: #F4; 力度: 55
当前时间(s): 170.601 音符关闭: B4; 力度: 55
当前时间(s): 170.601 音符关闭: #D5; 力度: 55
当前时间(s): 170.602 音符打开: #F4; 力度: 85(强)
当前时间(s): 170.602 音符打开: #C5; 力度: 85(强)
当前时间(s): 170.775 音符关闭: B1; 力度: 55
当前时间(s): 170.777 音符打开: #F1; 力度: 85(强)
当前时间(s): 170.777 音符打开: #F2; 力度: 85(强)
当前时间(s): 171.15 音符关闭: #F2; 力度: 55
当前时间(s): 171.15 音符关闭: #F1; 力度: 55
当前时间(s): 171.151 音符打开: #F2; 力度: 85(强)
当前时间(s): 171.337 音符关闭: #F2; 力度: 55
当前时间(s): 171.339 音符打开: #F2; 力度: 85(强)
当前时间(s): 171.339 音符打开: #C3; 力度: 85(强)
当前时间(s): 171.339 音符打开: #F3; 力度: 85(强)
当前时间(s): 171.524 音符关闭: #C3; 力度: 55
当前时间(s): 171.524 音符关闭: #F3; 力度: 55
当前时间(s): 171.524 音符关闭: #F2; 力度: 55
当前时间(s): 171.526 音符打开: #F2; 力度: 85(强)
当前时间(s): 171.526 音符打开: #C3; 力度: 85(强)
当前时间(s): 171.526 音符打开: #F3; 力度: 85(强)
当前时间(s): 171.538 音符关闭: #F4; 力度: 55
当前时间(s): 171.538 音符关闭: #C5; 力度: 55
当前时间(s): 171.54 音符打开: B4; 力度: 85(强)
当前时间(s): 171.711 音符关闭: #C3; 力度: 55
当前时间(s): 171.711 音符关闭: #F3; 力度: 55
当前时间(s): 171.711 音符关闭: #F2; 力度: 55
当前时间(s): 171.713 音符打开: #F2; 力度: 85(强)
当前时间(s): 171.725 音符关闭: B4; 力度: 55
当前时间(s): 171.727 音符打开: #C5; 力度: 85(强)
当前时间(s): 171.899 音符关闭: #F2; 力度: 55
当前时间(s): 171.9 音符打开: #F1; 力度: 85(强)
当前时间(s): 171.912 音符关闭: #C5; 力度: 55
当前时间(s): 171.914 音符打开: #D5; 力度: 85(强)
当前时间(s): 172.1 音符关闭: #D5; 力度: 55
当前时间(s): 172.101 音符打开: #F4; 力度: 85(强)
当前时间(s): 172.101 音符打开: #C5; 力度: 85(强)
当前时间(s): 172.273 音符关闭: #F1; 力度: 55
当前时间(s): 172.275 音符打开: #G1; 力度: 85(强)
当前时间(s): 172.275 音符打开: #G2; 力度: 85(强)
当前时间(s): 172.474 音符关闭: #F4; 力度: 55
当前时间(s): 172.474 音符关闭: #C5; 力度: 55
当前时间(s): 172.476 音符打开: B4; 力度: 85(强)
